hmdb_id;name;ccl;icl;inchi;gutper
HMDB0053198;TG(18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,32-34,36-38,41-42,45,58H,4-7,9-10,12-15,22-24,30-31,35,39-40,43-44,46-57H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,45-42-/t58-/m0/s1;1
HMDB0051341;TG(20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8,11,17-18,20-21,25-29,32-34,36-38,41-43,45-46,58H,4-7,9-10,12-16,19,22-24,30-31,35,39-40,44,47-57H2,1-3H3/b11-8-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,45-42-,46-43-/t58-/m1/s1;1
HMDB0053609;TG(20:2n6/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,32,34,37-38,41,43,46,58H,4-7,10,13-15,22-24,30-31,33,35-36,39-40,42,44-45,47-57H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,37-34-,41-38-,46-43-/t58-/m1/s1;1
HMDB0054291;TG(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,32-34,36-37,42,45,58H,4-7,10,13-15,22-24,30-31,35,38-41,43-44,46-57H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,45-42-/t58-/m1/s1;1
HMDB0053970;TG(20:3n6/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,32-34,36-37,43,46,58H,4-7,10,13-15,22-24,30-31,35,38-42,44-45,47-57H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,46-43-/t58-/m1/s1;1
HMDB0053959;TG(20:3n6/20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,32-34,36-38,41,58H,4-7,10,13-15,22-24,30-31,35,39-40,42-57H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-/t58-/m1/s1;1
HMDB0051348;TG(20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,17-18,20-21,25-29,32-34,36-37,42-43,45-46,58H,4-7,10,13-16,19,22-24,30-31,35,38-41,44,47-57H2,1-3H3/b11-8-,12-9-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,45-42-,46-43-/t58-/m1/s1;1
HMDB0051331;TG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,17-18,20-21,25-29,32-34,36-38,41-42,45,58H,4-7,10,13-16,19,22-24,30-31,35,39-40,43-44,46-57H2,1-3H3/b11-8-,12-9-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,45-42-/t58-/m1/s1;1
HMDB0054149;TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,32-34,36-38,41-43,45-46,58H,4-8,10-11,13-15,17,20,22-24,30-31,35,39-40,44,47-57H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,45-42-,46-43-/t58-/m1/s1;1
HMDB0010531;TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32-34,36-37,42-43,45-46,58H,4-8,10-11,13-15,22-24,30-31,35,38-41,44,47-57H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,45-42-,46-43-/t58-/m1/s1;1
HMDB0053887;TG(20:3n6/20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32-34,36-38,41,43,46,58H,4-8,10-11,13-15,22-24,30-31,35,39-40,42,44-45,47-57H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,46-43-/t58-/m1/s1;1
HMDB0054215;TG(20:4(5Z,8Z,11Z,14Z)/20:3n6/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32-34,36-38,41-42,45,58H,4-8,10-11,13-15,22-24,30-31,35,39-40,43-44,46-57H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,45-42-/t58-/m1/s1;1
HMDB0051223;TG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z));Glycerolipids;Neutral;InChI=1S/C61H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,17-18,20-21,25-29,32-34,36-38,41-43,45-46,58H,4-8,10-11,13-16,19,22-24,30-31,35,39-40,44,47-57H2,1-3H3/b12-9-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,41-38-,45-42-,46-43-/t58-/m1/s1;1
HMDB0005476;TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));Glycerolipids;Neutral;InChI=1S/C61H98O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,32-34,36-37,42-43,45-46,58H,4-15,22-24,30-31,35,38-41,44,47-57H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,45-42-,46-43-/t58-/m0/s1;1
HMDB0052691;TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C61H98O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,32-34,36-37,43,46,58H,4-6,8-9,11-15,22-24,30-31,35,38-42,44-45,47-57H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,46-43-/t58-/m0/s1;1
HMDB0052781;TG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C61H98O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-21,25-29,32-34,36-37,58H,4-6,9,12-15,22-24,30-31,35,38-57H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-/t58-/m0/s1;1
HMDB0052775;TG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z));Glycerolipids;Neutral;InChI=1S/C61H98O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,32-34,36-37,42,45,58H,4-7,9-10,12-15,22-24,30-31,35,38-41,43-44,46-57H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,32-27-,36-33-,37-34-,45-42-/t58-/m0/s1;1
DB00091;Cyclosporine;Organic acids and derivatives;Basic;InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31-36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13)14)62(85)73(51)24/h25,27,34-47,49-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)/b27-25+/t40-,41+,42-,43+,44+,45+,46+,47+,49+,50+,51+,52-/m1/s1;0
HMDB0054973;TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-28,31-34,38-41,46-47,49-50,60H,4-15,18,22-23,29-30,35-37,42-45,48,51-59H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,40-38-,41-39-,49-46-,50-47-;1
HMDB0054931;TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-28,31-34,38-41,46-47,49-50,60H,4-6,8-9,11-15,18,21-24,29-30,35-37,42-45,48,51-59H2,1-3H3/b10-7-,19-16-,20-17-,27-25-,28-26-,33-31-,34-32-,40-38-,41-39-,49-46-,50-47-/t60-/m1/s1;1
HMDB0054719;TG(22:4(7Z,10Z,13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-28,31-34,38-41,46,49,60H,4-6,8-9,11-15,18,22-23,29-30,35-37,42-45,47-48,50-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,40-38-,41-39-,49-46-/t60-/m1/s1;1
HMDB0054978;TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-28,31-34,38-41,47,50,60H,4-6,8-9,11-15,18,22-23,29-30,35-37,42-46,48-49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,40-38-,41-39-,50-47-/t60-/m1/s1;1
HMDB0010543;TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,31-34,38-41,46,49,60H,4-6,9,12-15,18,21-24,29-30,35-37,42-45,47-48,50-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,28-26-,33-31-,34-32-,40-38-,41-39-,49-46-/t60-/m1/s1;1
HMDB0055828;TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-28,31-34,38-41,60H,4-6,9,12-15,18,22-23,29-30,35-37,42-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,40-38-,41-39-;1
HMDB0048911;TG(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-28,31-34,38-39,41-42,47-48,50-51,60H,4-15,18,22-23,29-30,35-37,40,43-46,49,52-59H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,50-47-,51-48-/t60-/m0/s1;1
HMDB0044471;TG(16:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-28,31-34,38-39,41-42,47-48,50-51,60H,4-6,8-9,11-15,18,21-24,29-30,35-37,40,43-46,49,52-59H2,1-3H3/b10-7-,19-16-,20-17-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,50-47-,51-48-/t60-/m0/s1;1
HMDB0048895;TG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-28,31-34,38-39,41-42,47,50,60H,4-6,8-9,11-15,18,22-23,29-30,35-37,40,43-46,48-49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,50-47-/t60-/m0/s1;1
HMDB0048916;TG(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-28,31-34,38-39,41-42,48,51,60H,4-6,8-9,11-15,18,22-23,29-30,35-37,40,43-47,49-50,52-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,51-48-/t60-/m0/s1;1
HMDB0044611;TG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,31-34,38-39,41-42,47,50,60H,4-6,9,12-15,18,21-24,29-30,35-37,40,43-46,48-49,51-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,50-47-/t60-/m0/s1;1
HMDB0044638;TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,31-34,38-39,41-42,48,51,60H,4-6,9,12-15,18,21-24,29-30,35-37,40,43-47,49-50,52-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,51-48-/t60-/m0/s1;1
HMDB0049026;TG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-28,31-34,38-39,41-42,60H,4-6,9,12-15,18,22-23,29-30,35-37,40,43-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-/t60-/m0/s1;1
HMDB0044633;TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-28,31-34,38-39,41-42,47-48,50-51,60H,4-7,9-10,12-15,18,21-24,29-30,35-37,40,43-46,49,52-59H2,1-3H3/b11-8-,19-16-,20-17-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,50-47-,51-48-/t60-/m0/s1;1
HMDB0049021;TG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-28,31-34,38-39,41-42,47,50,60H,4-7,9-10,12-15,18,22-23,29-30,35-37,40,43-46,48-49,51-59H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,50-47-/t60-/m0/s1;1
HMDB0049042;TG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-28,31-34,38-39,41-42,48,51,60H,4-7,9-10,12-15,18,22-23,29-30,35-37,40,43-47,49-50,52-59H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,34-32-,41-38-,42-39-,51-48-/t60-/m0/s1;1
HMDB0053019;TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-29,31,33-34,36,38-41,43,45,47-48,50,60H,4-15,17,20,22-24,30,32,35,37,42,44,46,49,51-59H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-,48-45-,50-47-/t60-/m0/s1;1
HMDB0052688;TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-34,36,38-39,41,45,47-48,50,60H,4-15,22-24,30,32,35,37,40,42-44,46,49,51-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,48-45-,50-47-/t60-/m0/s1;1
HMDB0053116;TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C63H100O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-34,36,38-41,43,45,48,60H,4-15,22-24,30,32,35,37,42,44,46-47,49-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-,43-40-,48-45-/t60-/m0/s1;1
